MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN10124,27/07/2006,7,2006,MPN10124 2006 7,Mentha aquatica,920
MPN3055,07/10/15,10,2015,MPN3055 2015 10,Mentha aquatica,1100
MPN9952,02/10/12,10,2012,MPN9952 2012 10,Mentha aquatica,1100
MPN10433,26/06/2006,6,2006,MPN10433 2006 6,Mentha aquatica,1100
MPN5766,13/09/2010,9,2010,MPN5766 2010 9,Mentha aquatica,1200
MPN10253,21/07/2003,7,2003,MPN10253 2003 7,Mentha aquatica,1200
MPN9948,24/06/2004,6,2004,MPN9948 2004 6,Mentha aquatica,1200
MPN9952,07/07/00,7,2000,MPN9952 2000 7,Mentha aquatica,1500
MPN9977,11/06/07,6,2007,MPN9977 2007 6,Mentha aquatica,1600
MPN9939,10/06/04,6,2004,MPN9939 2004 6,Mentha aquatica,1600
MPN9930,25/10/2012,10,2012,MPN9930 2012 10,Mentha aquatica,1600
MPN9912,11/06/07,6,2007,MPN9912 2007 6,Mentha aquatica,1700
MPN9930,22/06/2006,6,2006,MPN9930 2006 6,Mentha aquatica,1700
MPN10244,22/06/2004,6,2004,MPN10244 2004 6,Mentha aquatica,1800
MPN2885,08/10/01,10,2001,MPN2885 2001 10,Myriophyllum spicatum,28.808
MPN9998,21/06/2012,6,2012,MPN9998 2012 6,Myriophyllum spicatum,33.5
MPN9997,14/06/2007,6,2007,MPN9997 2007 6,Myriophyllum spicatum,35
MPN9996,21/05/2012,5,2012,MPN9996 2012 5,Myriophyllum spicatum,38
MPN9966,30/06/2005,6,2005,MPN9966 2005 6,Myriophyllum spicatum,44
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Myriophyllum spicatum,49
MPN3965,29/08/2011,8,2011,MPN3965 2011 8,Myriophyllum spicatum,55
MPN5716,12/10/09,10,2009,MPN5716 2009 10,Myriophyllum spicatum,65
MPN3974,27/05/2002,5,2002,MPN3974 2002 5,Myriophyllum spicatum,72.189
MPN10129,17/10/2011,10,2011,MPN10129 2011 10,Myriophyllum spicatum,120
MPN10217,24/06/2002,6,2002,MPN10217 2002 6,Myriophyllum spicatum,130
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Myriophyllum spicatum,130
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Myriophyllum spicatum,150
MPN7895,24/03/2015,3,2015,MPN7895 2015 3,Myriophyllum spicatum,150
MPN10090,07/08/06,8,2006,MPN10090 2006 8,Myriophyllum spicatum,210
MPN10129,21/07/2000,7,2000,MPN10129 2000 7,Myriophyllum spicatum,220
MPN7624,13/09/2005,9,2005,MPN7624 2005 9,Myriophyllum spicatum,230
MPN1249,06/08/12,8,2012,MPN1249 2012 8,Myriophyllum spicatum,390
MPN12884,07/07/14,7,2014,MPN12884 2014 7,Myriophyllum spicatum,400
MPN3038,04/07/14,7,2014,MPN3038 2014 7,Myriophyllum spicatum,500
MPN3038,13/07/2015,7,2015,MPN3038 2015 7,Myriophyllum spicatum,530
MPN9945,14/06/2004,6,2004,MPN9945 2004 6,Myriophyllum spicatum,590
MPN11864,12/09/11,9,2011,MPN11864 2011 9,Myriophyllum spicatum,840
MPN3038,25/08/2011,8,2011,MPN3038 2011 8,Myriophyllum spicatum,880
MPN9948,24/06/2004,6,2004,MPN9948 2004 6,Myriophyllum spicatum,1200
MPN10019,14/07/2015,7,2015,MPN10019 2015 7,Nuphar lutea,43
MPN10131,12/09/11,9,2011,MPN10131 2011 9,Nuphar lutea,50
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Nuphar lutea,54
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Nuphar lutea,57
MPN10131,23/06/2008,6,2008,MPN10131 2008 6,Nuphar lutea,59.5
MPN10131,07/06/06,6,2006,MPN10131 2006 6,Nuphar lutea,60
MPN10131,31/07/2007,7,2007,MPN10131 2007 7,Nuphar lutea,62
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Nuphar lutea,62
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Nuphar lutea,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Nuphar lutea,64
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Nuphar lutea,66
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Nuphar lutea,67
MPN10131,16/06/2005,6,2005,MPN10131 2005 6,Nuphar lutea,67
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Nuphar lutea,67
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Nuphar lutea,70
MPN10131,22/09/2003,9,2003,MPN10131 2003 9,Nuphar lutea,74
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Nuphar lutea,75.5
MPN10131,17/06/2010,6,2010,MPN10131 2010 6,Nuphar lutea,84.5
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Nuphar lutea,86
MPN10164,31/05/2012,5,2012,MPN10164 2012 5,Nuphar lutea,92
MPN10164,08/06/15,6,2015,MPN10164 2015 6,Nuphar lutea,135
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Nuphar lutea,140
MPN5713,03/05/04,5,2004,MPN5713 2004 5,Nuphar lutea,140
MPN10020,14/07/2015,7,2015,MPN10020 2015 7,Nymphaea alba,22
MPN10020,08/08/05,8,2005,MPN10020 2005 8,Nymphaea alba,32
MPN10019,28/06/2004,6,2004,MPN10019 2004 6,Nymphaea alba,35
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Nymphaea alba,38
MPN10020,04/08/08,8,2008,MPN10020 2008 8,Nymphaea alba,40
MPN10019,14/07/2015,7,2015,MPN10019 2015 7,Nymphaea alba,43
MPN3965,29/08/2011,8,2011,MPN3965 2011 8,Nymphaea alba,55
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Nymphaea alba,57
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Nymphaea alba,62
MPN9115,08/10/12,10,2012,MPN9115 2012 10,Nymphaea alba,64
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Nymphaea alba,64
MPN1715,13/10/2005,10,2005,MPN1715 2005 10,Nymphaea alba,64
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Nymphaea alba,66
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Nymphaea alba,67
MPN5374,15/09/2009,9,2009,MPN5374 2009 9,Nymphaea alba,74
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Nymphaea alba,75.5
MPN10455,18/07/2005,7,2005,MPN10455 2005 7,Nymphaea alba,81
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Nymphaea alba,86
MPN1536,22/08/2011,8,2011,MPN1536 2011 8,Nymphaea alba,88
MPN5722,25/06/2015,6,2015,MPN5722 2015 6,Nymphaea alba,89
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Nymphaea alba,92
MPN1398,08/06/15,6,2015,MPN1398 2015 6,Nymphaea alba,100
MPN875,20/09/2012,9,2012,MPN875 2012 9,Nymphaea alba,100
MPN1955,04/05/01,5,2001,MPN1955 2001 5,Nymphaea alba,104.83
MPN1955,27/09/2001,9,2001,MPN1955 2001 9,Nymphaea alba,117.18
MPN1451,19/09/2008,9,2008,MPN1451 2008 9,Nymphaea alba,120
MPN10212,06/08/08,8,2008,MPN10212 2008 8,Nymphaea alba,120
MPN1715,07/06/05,6,2005,MPN1715 2005 6,Nymphaea alba,120
MPN5871,16/09/2008,9,2008,MPN5871 2008 9,Nymphaea alba,130
MPN10146,24/07/2000,7,2000,MPN10146 2000 7,Nymphaea alba,140
MPN5713,06/09/04,9,2004,MPN5713 2004 9,Nymphaea alba,140
MPN1451,19/05/2008,5,2008,MPN1451 2008 5,Nymphaea alba,145
MPN5722,28/05/2009,5,2009,MPN5722 2009 5,Nymphaea alba,155
MPN5518,02/10/08,10,2008,MPN5518 2008 10,Nymphaea alba,160
MPN1398,25/05/2009,5,2009,MPN1398 2009 5,Nymphaea alba,170
MPN10147,11/06/12,6,2012,MPN10147 2012 6,Nymphaea alba,230
MPN7624,13/09/2005,9,2005,MPN7624 2005 9,Nymphaea alba,230
MPN10211,05/08/08,8,2008,MPN10211 2008 8,Nymphaea alba,370
MPN2884,01/10/01,10,2001,MPN2884 2001 10,Nymphaea alba,380.45
MPN1586,14/09/2010,9,2010,MPN1586 2010 9,Nymphaea alba,400
MPN2884,04/05/01,5,2001,MPN2884 2001 5,Nymphaea alba,418.33
MPN1586,24/06/2015,6,2015,MPN1586 2015 6,Nymphaea alba,420
MPN1166,22/05/2008,5,2008,MPN1166 2008 5,Nymphaea alba ,85
MPN3963,05/10/07,10,2007,MPN3963 2007 10,Phragmites australis,4.2
MPN10019,06/07/09,7,2009,MPN10019 2009 7,Phragmites australis,18
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Phragmites australis,49
MPN10156,26/07/2007,7,2007,MPN10156 2007 7,Phragmites australis,49
MPN10123,28/08/2012,8,2012,MPN10123 2012 8,Phragmites australis,49
MPN10131,12/09/11,9,2011,MPN10131 2011 9,Phragmites australis,50
MPN8159,06/09/07,9,2007,MPN8159 2007 9,Phragmites australis,50
MPN1362,10/06/08,6,2008,MPN1362 2008 6,Phragmites australis,51
MPN10198,12/06/08,6,2008,MPN10198 2008 6,Phragmites australis,51
MPN9936,03/09/12,9,2012,MPN9936 2012 9,Phragmites australis,52
MPN10198,10/06/13,6,2013,MPN10198 2013 6,Phragmites australis,53
MPN10363,25/07/2005,7,2005,MPN10363 2005 7,Phragmites australis,53
MPN5291,17/03/2009,3,2009,MPN5291 2009 3,Phragmites australis,54
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Phragmites australis,54
MPN3970,30/10/2012,10,2012,MPN3970 2012 10,Phragmites australis,54
MPN5416,24/03/2009,3,2009,MPN5416 2009 3,Phragmites australis,54
MPN3965,29/08/2011,8,2011,MPN3965 2011 8,Phragmites australis,55
MPN2885,02/09/11,9,2011,MPN2885 2011 9,Phragmites australis,56
MPN7867,18/10/2011,10,2011,MPN7867 2011 10,Phragmites australis,56
MPN10127,31/05/2012,5,2012,MPN10127 2012 5,Phragmites australis,56
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Phragmites australis,57
MPN9898,19/06/2006,6,2006,MPN9898 2006 6,Phragmites australis,58
MPN10068,13/08/2007,8,2007,MPN10068 2007 8,Phragmites australis,59
MPN10131,23/06/2008,6,2008,MPN10131 2008 6,Phragmites australis,59.5
MPN10131,07/06/06,6,2006,MPN10131 2006 6,Phragmites australis,60
MPN1146,22/03/2012,3,2012,MPN1146 2012 3,Phragmites australis,61
MPN10198,07/06/04,6,2004,MPN10198 2004 6,Phragmites australis,62
MPN10131,31/07/2007,7,2007,MPN10131 2007 7,Phragmites australis,62
MPN10198,19/05/2011,5,2011,MPN10198 2011 5,Phragmites australis,62
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Phragmites australis,62
MPN10468,21/07/2005,7,2005,MPN10468 2005 7,Phragmites australis,62
MPN1532,28/09/2010,9,2010,MPN1532 2010 9,Phragmites australis,63
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Phragmites australis,63
MPN10046,17/06/2002,6,2002,MPN10046 2002 6,Phragmites australis,63
MPN9115,08/10/12,10,2012,MPN9115 2012 10,Phragmites australis,64
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Phragmites australis,64
MPN5716,12/10/09,10,2009,MPN5716 2009 10,Phragmites australis,65
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Phragmites australis,66
MPN9982,11/08/05,8,2005,MPN9982 2005 8,Phragmites australis,66
MPN3971,30/09/2010,9,2010,MPN3971 2010 9,Phragmites australis,66
MPN10046,31/07/2008,7,2008,MPN10046 2008 7,Phragmites australis,66
MPN4033,26/08/2002,8,2002,MPN4033 2002 8,Phragmites australis,66.669
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Phragmites australis,67
MPN10131,16/06/2005,6,2005,MPN10131 2005 6,Phragmites australis,67
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Phragmites australis,67
MPN1203,24/10/2011,10,2011,MPN1203 2011 10,Phragmites australis,68
MPN10127,30/05/2013,5,2013,MPN10127 2013 5,Phragmites australis,68
MPN10252,02/07/12,7,2012,MPN10252 2012 7,Phragmites australis,68
MPN10127,25/06/2007,6,2007,MPN10127 2007 6,Phragmites australis,69
MPN10127,15/06/2009,6,2009,MPN10127 2009 6,Phragmites australis,69
MPN10098,21/04/2011,4,2011,MPN10098 2011 4,Phragmites australis,69
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Phragmites australis,70
MPN10127,09/06/08,6,2008,MPN10127 2008 6,Phragmites australis,71
MPN10127,14/07/2005,7,2005,MPN10127 2005 7,Phragmites australis,71
MPN7622,12/09/05,9,2005,MPN7622 2005 9,Phragmites australis,71
MPN4075,19/08/2002,8,2002,MPN4075 2002 8,Phragmites australis,71.994
MPN10213,06/08/08,8,2008,MPN10213 2008 8,Phragmites australis,72
MPN3974,27/05/2002,5,2002,MPN3974 2002 5,Phragmites australis,72.189
MPN10127,07/06/10,6,2010,MPN10127 2010 6,Phragmites australis,73
MPN10127,12/06/06,6,2006,MPN10127 2006 6,Phragmites australis,73
MPN5715,07/10/04,10,2004,MPN5715 2004 10,Phragmites australis,73
MPN7622,06/06/05,6,2005,MPN7622 2005 6,Phragmites australis,73
MPN5374,15/09/2009,9,2009,MPN5374 2009 9,Phragmites australis,74
MPN10131,22/09/2003,9,2003,MPN10131 2003 9,Phragmites australis,74
MPN1530,05/10/07,10,2007,MPN1530 2007 10,Phragmites australis,74
MPN9913,18/06/2007,6,2007,MPN9913 2007 6,Phragmites australis,74
MPN10063,07/08/06,8,2006,MPN10063 2006 8,Phragmites australis,75
MPN9902,15/06/2006,6,2006,MPN9902 2006 6,Phragmites australis,75
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Phragmites australis,75.5
MPN3971,22/04/2002,4,2002,MPN3971 2002 4,Phragmites australis,75.7565
MPN3976,18/05/2011,5,2011,MPN3976 2011 5,Phragmites australis,77
MPN10163,12/06/06,6,2006,MPN10163 2006 6,Phragmites australis,77
MPN10214,04/08/08,8,2008,MPN10214 2008 8,Phragmites australis,77
MPN5683,29/09/2011,9,2011,MPN5683 2011 9,Phragmites australis,77
MPN5328,30/03/2009,3,2009,MPN5328 2009 3,Phragmites australis,77
MPN5823,15/10/2004,10,2004,MPN5823 2004 10,Phragmites australis,77
MPN10069,13/08/2007,8,2007,MPN10069 2007 8,Phragmites australis,78
MPN10163,07/06/10,6,2010,MPN10163 2010 6,Phragmites australis,78
MPN10252,09/07/09,7,2009,MPN10252 2009 7,Phragmites australis,79
MPN10455,18/07/2005,7,2005,MPN10455 2005 7,Phragmites australis,81
MPN5337,23/04/2009,4,2009,MPN5337 2009 4,Phragmites australis,81
MPN5855,18/10/2004,10,2004,MPN5855 2004 10,Phragmites australis,81
MPN10163,15/05/2012,5,2012,MPN10163 2012 5,Phragmites australis,82
MPN3974,17/09/2002,9,2002,MPN3974 2002 9,Phragmites australis,82.395
MPN1172,14/06/2012,6,2012,MPN1172 2012 6,Phragmites australis,83
MPN5714,12/10/09,10,2009,MPN5714 2009 10,Phragmites australis,83
MPN3969,30/09/2011,9,2011,MPN3969 2011 9,Phragmites australis,83
MPN10132,18/09/2000,9,2000,MPN10132 2000 9,Phragmites australis,83
MPN1715,12/04/01,4,2001,MPN1715 2001 4,Phragmites australis,83.247
MPN7632,29/09/2005,9,2005,MPN7632 2005 9,Phragmites australis,83.5
MPN10163,09/06/08,6,2008,MPN10163 2008 6,Phragmites australis,84
MPN10131,17/06/2010,6,2010,MPN10131 2010 6,Phragmites australis,84.5
MPN1166,22/05/2008,5,2008,MPN1166 2008 5,Phragmites australis,85
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Phragmites australis,86
MPN5872,20/09/2004,9,2004,MPN5872 2004 9,Phragmites australis,86
MPN1955,20/10/2011,10,2011,MPN1955 2011 10,Phragmites australis,87
MPN10164,11/06/10,6,2010,MPN10164 2010 6,Phragmites australis,87
MPN10455,20/08/2007,8,2007,MPN10455 2007 8,Phragmites australis,88
MPN10163,10/05/01,5,2001,MPN10163 2001 5,Phragmites australis,88
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Phragmites australis,89
MPN10213,21/06/2002,6,2002,MPN10213 2002 6,Phragmites australis,89
MPN8661,03/09/15,9,2015,MPN8661 2015 9,Phragmites australis,89
MPN10163,31/05/2002,5,2002,MPN10163 2002 5,Phragmites australis,90
MPN9936,26/06/2003,6,2003,MPN9936 2003 6,Phragmites australis,90
MPN10163,15/06/2009,6,2009,MPN10163 2009 6,Phragmites australis,91
MPN10321,12/04/12,4,2012,MPN10321 2012 4,Phragmites australis,91
MPN10164,31/05/2012,5,2012,MPN10164 2012 5,Phragmites australis,92
MPN10164,22/08/2005,8,2005,MPN10164 2005 8,Phragmites australis,92
MPN9928,11/08/05,8,2005,MPN9928 2005 8,Phragmites australis,92
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Phragmites australis,92
MPN10214,21/06/2002,6,2002,MPN10214 2002 6,Phragmites australis,94
MPN10123,30/06/2009,6,2009,MPN10123 2009 6,Phragmites australis,94
MPN7632,02/05/05,5,2005,MPN7632 2005 5,Phragmites australis,95.5
MPN7862,03/10/11,10,2011,MPN7862 2011 10,Phragmites australis,96
MPN8025,15/10/2007,10,2007,MPN8025 2007 10,Phragmites australis,97
MPN10127,16/05/2011,5,2011,MPN10127 2011 5,Phragmites australis,97
MPN5872,22/04/2004,4,2004,MPN5872 2004 4,Phragmites australis,97
MPN10164,22/06/2009,6,2009,MPN10164 2009 6,Phragmites australis,98
MPN10163,11/07/05,7,2005,MPN10163 2005 7,Phragmites australis,98
MPN8024,03/05/07,5,2007,MPN8024 2007 5,Phragmites australis,99
MPN5515,11/09/03,9,2003,MPN5515 2003 9,Phragmites australis,99
MPN1398,08/06/15,6,2015,MPN1398 2015 6,Phragmites australis,100
MPN5522,07/10/14,10,2014,MPN5522 2014 10,Phragmites australis,100
MPN1279,15/05/2014,5,2014,MPN1279 2014 5,Phragmites australis,100
MPN1580,02/10/07,10,2007,MPN1580 2007 10,Phragmites australis,100
MPN10198,04/06/12,6,2012,MPN10198 2012 6,Phragmites australis,100
MPN10163,15/06/2007,6,2007,MPN10163 2007 6,Phragmites australis,100
MPN875,20/09/2012,9,2012,MPN875 2012 9,Phragmites australis,100
MPN10132,11/05/00,5,2000,MPN10132 2000 5,Phragmites australis,100
MPN10274,02/07/12,7,2012,MPN10274 2012 7,Phragmites australis,100
MPN7965,22/09/2015,9,2015,MPN7965 2015 9,Phragmites australis,100
MPN3969,10/10/02,10,2002,MPN3969 2002 10,Phragmites australis,102.24
MPN1955,04/05/01,5,2001,MPN1955 2001 5,Phragmites australis,104.83
MPN1173,14/06/2012,6,2012,MPN1173 2012 6,Phragmites australis,105
MPN4054,16/09/2011,9,2011,MPN4054 2011 9,Phragmites australis,109
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Phragmites australis,110
MPN1460,04/06/12,6,2012,MPN1460 2012 6,Phragmites australis,110
MPN1577,02/10/07,10,2007,MPN1577 2007 10,Phragmites australis,110
MPN1459,06/10/11,10,2011,MPN1459 2011 10,Phragmites australis,110
MPN10164,16/06/2008,6,2008,MPN10164 2008 6,Phragmites australis,110
MPN10164,19/06/2014,6,2014,MPN10164 2014 6,Phragmites australis,110
MPN5831,20/09/2010,9,2010,MPN5831 2010 9,Phragmites australis,110
MPN5732,29/07/2004,7,2004,MPN5732 2004 7,Phragmites australis,110
MPN10212,20/06/2002,6,2002,MPN10212 2002 6,Phragmites australis,115
MPN1955,27/09/2001,9,2001,MPN1955 2001 9,Phragmites australis,117.18
MPN1566,13/05/2014,5,2014,MPN1566 2014 5,Phragmites australis,119.5
MPN1352,08/06/15,6,2015,MPN1352 2015 6,Phragmites australis,120
MPN1459,02/05/06,5,2006,MPN1459 2006 5,Phragmites australis,120
MPN1451,19/09/2008,9,2008,MPN1451 2008 9,Phragmites australis,120
MPN10164,12/06/06,6,2006,MPN10164 2006 6,Phragmites australis,120
MPN10164,02/06/04,6,2004,MPN10164 2004 6,Phragmites australis,120
MPN10163,25/05/2000,5,2000,MPN10163 2000 5,Phragmites australis,120
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Phragmites australis,120
MPN9910,18/06/2007,6,2007,MPN9910 2007 6,Phragmites australis,120
MPN10129,17/10/2011,10,2011,MPN10129 2011 10,Phragmites australis,120
MPN7963,22/09/2006,9,2006,MPN7963 2006 9,Phragmites australis,120
MPN10212,06/08/08,8,2008,MPN10212 2008 8,Phragmites australis,120
