MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN10277,06/08/07,8,2007,MPN10277 2007 8,Callitriche spp.,850
MPN1226,01/08/14,8,2014,MPN1226 2014 8,Callitriche spp.,850
MPN10044,17/06/2002,6,2002,MPN10044 2002 6,Callitriche spp.,940
MPN5821,17/09/2007,9,2007,MPN5821 2007 9,Callitriche spp.,950
MPN9946,24/06/2004,6,2004,MPN9946 2004 6,Callitriche spp.,960
MPN1246,30/06/2015,6,2015,MPN1246 2015 6,Callitriche spp.,980
MPN4047,24/04/2008,4,2008,MPN4047 2008 4,Callitriche spp.,990
MPN10485,30/07/2007,7,2007,MPN10485 2007 7,Callitriche spp.,1000
MPN9947,21/06/2010,6,2010,MPN9947 2010 6,Callitriche spp.,1000
MPN9947,15/04/2015,4,2015,MPN9947 2015 4,Callitriche spp.,1100
MPN9946,21/06/2010,6,2010,MPN9946 2010 6,Callitriche spp.,1100
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Callitriche spp.,1100
MPN5850,25/09/2007,9,2007,MPN5850 2007 9,Callitriche spp.,1300
MPN8150,22/03/2007,3,2007,MPN8150 2007 3,Callitriche spp.,1300
MPN10100,21/06/2005,6,2005,MPN10100 2005 6,Callitriche spp.,1300
MPN9943,25/09/2012,9,2012,MPN9943 2012 9,Callitriche spp.,1330
MPN1481,30/09/2015,9,2015,MPN1481 2015 9,Callitriche spp.,1400
MPN5851,25/09/2007,9,2007,MPN5851 2007 9,Callitriche spp.,1500
MPN10138,19/04/2012,4,2012,MPN10138 2012 4,Callitriche spp.,1500
MPN10049,12/06/02,6,2002,MPN10049 2002 6,Callitriche spp.,1620
MPN10324,30/07/2008,7,2008,MPN10324 2008 7,Callitriche spp.,1700
MPN10119,09/08/12,8,2012,MPN10119 2012 8,Callitriche spp.,1700
MPN5340,25/09/2009,9,2009,MPN5340 2009 9,Callitriche spp.,1900
MPN4006,01/09/08,9,2008,MPN4006 2008 9,Callitriche spp.,1900
MPN10119,18/07/2000,7,2000,MPN10119 2000 7,Callitriche spp.,1900
MPN10163,12/06/06,6,2006,MPN10163 2006 6,Carex otrubae,77
MPN10163,07/06/10,6,2010,MPN10163 2010 6,Carex otrubae,78
MPN3974,17/09/2002,9,2002,MPN3974 2002 9,Carex otrubae,82.395
MPN7632,29/09/2005,9,2005,MPN7632 2005 9,Carex otrubae,83.5
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Carex otrubae,92
MPN7632,02/05/05,5,2005,MPN7632 2005 5,Carex otrubae,95.5
MPN8025,15/10/2007,10,2007,MPN8025 2007 10,Carex otrubae,97
MPN10163,11/07/05,7,2005,MPN10163 2005 7,Carex otrubae,98
MPN10335,07/07/03,7,2003,MPN10335 2003 7,Carex otrubae,100
MPN1173,14/06/2012,6,2012,MPN1173 2012 6,Carex otrubae,105
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Carex otrubae,110
MPN5724,15/10/2010,10,2010,MPN5724 2010 10,Carex otrubae,120
MPN10129,17/10/2011,10,2011,MPN10129 2011 10,Carex otrubae,120
MPN9940,14/06/2010,6,2010,MPN9940 2010 6,Carex otrubae,130
MPN10146,24/07/2000,7,2000,MPN10146 2000 7,Carex otrubae,140
MPN1578,14/10/2010,10,2010,MPN1578 2010 10,Carex otrubae,150
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Carex otrubae,150
MPN9971,08/09/11,9,2011,MPN9971 2011 9,Carex otrubae,150
MPN5724,08/06/10,6,2010,MPN5724 2010 6,Carex otrubae,160
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Carex otrubae,170
MPN7945,23/08/2006,8,2006,MPN7945 2006 8,Carex otrubae,180
MPN10107,27/06/2005,6,2005,MPN10107 2005 6,Carex otrubae,180
MPN7944,15/09/2006,9,2006,MPN7944 2006 9,Carex otrubae,200
MPN1279,22/09/2008,9,2008,MPN1279 2008 9,Carex otrubae,210
MPN9940,10/06/04,6,2004,MPN9940 2004 6,Carex otrubae,210
MPN7955,28/08/2006,8,2006,MPN7955 2006 8,Carex otrubae,210
MPN10436,18/07/2005,7,2005,MPN10436 2005 7,Carex otrubae,210
MPN10334,07/07/03,7,2003,MPN10334 2003 7,Carex otrubae,220
MPN10249,28/06/2010,6,2010,MPN10249 2010 6,Carex otrubae,220
MPN1356,20/06/2013,6,2013,MPN1356 2013 6,Carex otrubae,230
MPN8156,13/09/2007,9,2007,MPN8156 2007 9,Carex otrubae,240
MPN10161,10/07/07,7,2007,MPN10161 2007 7,Carex otrubae,240
MPN10354,18/06/2008,6,2008,MPN10354 2008 6,Carex otrubae,240
MPN10140,21/07/2000,7,2000,MPN10140 2000 7,Carex otrubae,270
MPN10481,31/05/2012,5,2012,MPN10481 2012 5,Carex otrubae,290
MPN7413,12/04/13,4,2013,MPN7413 2013 4,Carex otrubae,290
MPN12282,17/08/2012,8,2012,MPN12282 2012 8,Carex otrubae,310
MPN5829,23/09/2004,9,2004,MPN5829 2004 9,Carex otrubae,320
MPN10268,24/06/2012,6,2012,MPN10268 2012 6,Carex otrubae,355
MPN8142,27/08/2007,8,2007,MPN8142 2007 8,Carex otrubae,360
MPN12884,01/07/15,7,2015,MPN12884 2015 7,Carex otrubae,370
MPN1249,06/08/12,8,2012,MPN1249 2012 8,Carex otrubae,390
MPN10037,17/07/2001,7,2001,MPN10037 2001 7,Carex otrubae,400
MPN10333,04/07/03,7,2003,MPN10333 2003 7,Carex otrubae,400
MPN10049,26/06/2008,6,2008,MPN10049 2008 6,Carex otrubae,410
MPN10338,29/06/2004,6,2004,MPN10338 2004 6,Carex otrubae,430
MPN10110,17/06/2005,6,2005,MPN10110 2005 6,Carex otrubae,440
MPN10251,24/05/2012,5,2012,MPN10251 2012 5,Carex otrubae,440
MPN10251,09/06/06,6,2006,MPN10251 2006 6,Carex otrubae,450
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Carex otrubae,480
MPN10436,21/06/2006,6,2006,MPN10436 2006 6,Carex otrubae,480
MPN10095,16/08/2007,8,2007,MPN10095 2007 8,Carex otrubae,480
MPN10368,19/09/2011,9,2011,MPN10368 2011 9,Carex otrubae,495
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Carex otrubae,500
MPN10424,29/06/2006,6,2006,MPN10424 2006 6,Carex otrubae,510
MPN10339,05/07/04,7,2004,MPN10339 2004 7,Carex otrubae,520
MPN9310,04/10/10,10,2010,MPN9310 2010 10,Carex otrubae,520
MPN4078,28/03/2011,3,2011,MPN4078 2011 3,Carex otrubae,529
MPN5410,19/03/2012,3,2012,MPN5410 2012 3,Carex otrubae,550
MPN9989,13/07/2001,7,2001,MPN9989 2001 7,Carex otrubae,580
MPN9989,07/07/05,7,2005,MPN9989 2005 7,Carex otrubae,580
MPN9945,14/06/2004,6,2004,MPN9945 2004 6,Carex otrubae,590
MPN10436,18/06/2009,6,2009,MPN10436 2009 6,Carex otrubae,590
MPN10251,17/06/2014,6,2014,MPN10251 2014 6,Carex otrubae,610
MPN10343,14/08/2013,8,2013,MPN10343 2013 8,Carex otrubae,635
MPN10486,14/07/2003,7,2003,MPN10486 2003 7,Carex otrubae,650
MPN1251,11/10/07,10,2007,MPN1251 2007 10,Carex otrubae,660
MPN1481,27/09/2012,9,2012,MPN1481 2012 9,Carex otrubae,670
MPN5309,17/09/2009,9,2009,MPN5309 2009 9,Carex otrubae,700
MPN10285,21/06/2004,6,2004,MPN10285 2004 6,Carex otrubae,700
MPN10435,26/07/2001,7,2001,MPN10435 2001 7,Carex otrubae,710
MPN2137,24/08/2012,8,2012,MPN2137 2012 8,Carex otrubae,745
MPN10251,19/07/2005,7,2005,MPN10251 2005 7,Carex otrubae,760
MPN10436,23/07/2007,7,2007,MPN10436 2007 7,Carex otrubae,780
MPN1233,07/07/14,7,2014,MPN1233 2014 7,Carex otrubae,810
MPN10485,26/07/2010,7,2010,MPN10485 2010 7,Carex otrubae,820
MPN1233,22/06/2015,6,2015,MPN1233 2015 6,Carex otrubae,820
MPN1236,22/10/2009,10,2009,MPN1236 2009 10,Carex otrubae,820
MPN1507,02/08/12,8,2012,MPN1507 2012 8,Carex otrubae,830
MPN10351,16/06/2008,6,2008,MPN10351 2008 6,Carex otrubae,830
MPN10371,27/07/2000,7,2000,MPN10371 2000 7,Carex otrubae,840
MPN2137,26/09/2013,9,2013,MPN2137 2013 9,Carex otrubae,860
MPN10466,26/06/2006,6,2006,MPN10466 2006 6,Carex otrubae,880
MPN9952,26/06/2006,6,2006,MPN9952 2006 6,Carex otrubae,900
MPN5821,17/09/2007,9,2007,MPN5821 2007 9,Carex otrubae,950
MPN5832,01/10/07,10,2007,MPN5832 2007 10,Carex otrubae,960
MPN1231,06/07/15,7,2015,MPN1231 2015 7,Carex otrubae,960
MPN1231,01/07/14,7,2014,MPN1231 2014 7,Carex otrubae,981
MPN10371,01/07/04,7,2004,MPN10371 2004 7,Carex otrubae,990
MPN10485,30/07/2007,7,2007,MPN10485 2007 7,Carex otrubae,1000
MPN9947,21/06/2010,6,2010,MPN9947 2010 6,Carex otrubae,1000
MPN9952,02/10/12,10,2012,MPN9952 2012 10,Carex otrubae,1100
MPN10433,26/06/2006,6,2006,MPN10433 2006 6,Carex otrubae,1100
MPN10332,25/07/2000,7,2000,MPN10332 2000 7,Carex otrubae,1100
MPN9946,21/06/2010,6,2010,MPN9946 2010 6,Carex otrubae,1100
MPN10251,28/05/2004,5,2004,MPN10251 2004 5,Carex otrubae,1100
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Carex otrubae,1100
MPN7960,16/08/2012,8,2012,MPN7960 2012 8,Carex otrubae,1135
MPN10411,27/07/2010,7,2010,MPN10411 2010 7,Carex otrubae,1200
MPN1481,25/09/2006,9,2006,MPN1481 2006 9,Carex otrubae,1200
MPN10253,21/07/2003,7,2003,MPN10253 2003 7,Carex otrubae,1200
MPN10253,09/06/09,6,2009,MPN10253 2009 6,Carex otrubae,1200
MPN12934,01/07/14,7,2014,MPN12934 2014 7,Carex otrubae,1200
MPN1481,30/09/2015,9,2015,MPN1481 2015 9,Carex otrubae,1400
MPN10243,25/06/2004,6,2004,MPN10243 2004 6,Carex otrubae,1400
MPN10251,05/06/07,6,2007,MPN10251 2007 6,Carex otrubae,1400
MPN9952,07/07/00,7,2000,MPN9952 2000 7,Carex otrubae,1500
MPN1492,02/05/13,5,2013,MPN1492 2013 5,Carex otrubae,1500
MPN10259,21/06/2004,6,2004,MPN10259 2004 6,Carex otrubae,1500
MPN12934,22/06/2015,6,2015,MPN12934 2015 6,Carex otrubae,1500
MPN1426,29/05/2008,5,2008,MPN1426 2008 5,Carex otrubae,1500
MPN10251,17/05/2011,5,2011,MPN10251 2011 5,Carex otrubae,1500
MPN9977,11/06/07,6,2007,MPN9977 2007 6,Carex otrubae,1600
MPN10251,13/06/2008,6,2008,MPN10251 2008 6,Carex otrubae,1600
MPN5780,27/09/2007,9,2007,MPN5780 2007 9,Carex otrubae,1600
MPN1227,18/10/2010,10,2010,MPN1227 2010 10,Carex otrubae,1600
MPN10329,05/06/03,6,2003,MPN10329 2003 6,Carex otrubae,1600
MPN1526,13/05/2014,5,2014,MPN1526 2014 5,Carex otrubae,1600
MPN10470,18/06/2012,6,2012,MPN10470 2012 6,Carex otrubae,1650
MPN10327,25/06/2002,6,2002,MPN10327 2002 6,Carex otrubae,1660
MPN1481,09/10/09,10,2009,MPN1481 2009 10,Carex otrubae,1700
MPN9939,14/06/2010,6,2010,MPN9939 2010 6,Carex otrubae,1700
MPN10119,09/08/12,8,2012,MPN10119 2012 8,Carex otrubae,1700
MPN10444,25/06/2009,6,2009,MPN10444 2009 6,Carex otrubae,1700
MPN9930,22/06/2006,6,2006,MPN9930 2006 6,Carex otrubae,1700
MPN10328,24/05/2012,5,2012,MPN10328 2012 5,Carex otrubae,1700
MPN10239,30/05/2013,5,2013,MPN10239 2013 5,Carex otrubae,1700
MPN1481,08/09/03,9,2003,MPN1481 2003 9,Carex otrubae,1800
MPN5819,19/04/2013,4,2013,MPN5819 2013 4,Carex otrubae,1900
MPN10119,18/07/2000,7,2000,MPN10119 2000 7,Carex otrubae,1900
MPN9932,22/06/2006,6,2006,MPN9932 2006 6,Carex otrubae,1900
MPN10332,02/07/09,7,2009,MPN10332 2009 7,Carex otrubae,2000
MPN1503,08/10/10,10,2010,MPN1503 2010 10,Carex otrubae,2000
MPN10445,03/07/03,7,2003,MPN10445 2003 7,Carex otrubae,2000
MPN10266,13/07/2010,7,2010,MPN10266 2010 7,Carex otrubae,2100
MPN10241,21/06/2004,6,2004,MPN10241 2004 6,Carex otrubae,2100
MPN10476,29/06/2006,6,2006,MPN10476 2006 6,Carex otrubae,2100
MPN8130,05/09/11,9,2011,MPN8130 2011 9,Carex otrubae,2100
MPN5769,06/09/10,9,2010,MPN5769 2010 9,Carex otrubae,2300
MPN9938,15/06/2010,6,2010,MPN9938 2010 6,Carex otrubae,2500
MPN5808,21/09/2004,9,2004,MPN5808 2004 9,Carex otrubae,2500
MPN10251,09/06/15,6,2015,MPN10251 2015 6,Carex otrubae,2600
MPN9922,26/06/2006,6,2006,MPN9922 2006 6,Carex otrubae,2700
MPN7359,11/10/05,10,2005,MPN7359 2005 10,Carex otrubae,2700
MPN1442,01/10/12,10,2012,MPN1442 2012 10,Carex otrubae,2800
MPN1440,06/09/13,9,2013,MPN1440 2013 9,Carex otrubae,2800
MPN10099,16/06/2005,6,2005,MPN10099 2005 6,Carex otrubae,2800
MPN9930,26/07/2007,7,2007,MPN9930 2007 7,Carex otrubae,3000
MPN12279,01/05/12,5,2012,MPN12279 2012 5,Carex otrubae,3000
MPN9917,25/06/2009,6,2009,MPN9917 2009 6,Carex otrubae,3000
MPN10238,10/06/04,6,2004,MPN10238 2004 6,Carex otrubae,3000
MPN8131,19/05/2009,5,2009,MPN8131 2009 5,Carex otrubae,3000
MPN4039,22/03/2011,3,2011,MPN4039 2011 3,Carex otrubae,3050
MPN1227,08/10/07,10,2007,MPN1227 2007 10,Carex otrubae,3100
MPN10329,30/06/2009,6,2009,MPN10329 2009 6,Carex otrubae,3100
MPN10251,09/07/09,7,2009,MPN10251 2009 7,Carex otrubae,3100
MPN10265,08/07/10,7,2010,MPN10265 2010 7,Carex otrubae,3200
MPN1330,08/05/09,5,2009,MPN1330 2009 5,Carex otrubae,3200
MPN9988,24/09/2012,9,2012,MPN9988 2012 9,Carex otrubae,3200
MPN10245,25/06/2010,6,2010,MPN10245 2010 6,Carex otrubae,3300
MPN1442,18/09/2003,9,2003,MPN1442 2003 9,Carex otrubae,3300
MPN10445,25/08/2014,8,2014,MPN10445 2014 8,Carex otrubae,3400
MPN10270,09/07/13,7,2013,MPN10270 2013 7,Carex otrubae,3450
MPN10097,14/06/2005,6,2005,MPN10097 2005 6,Carex otrubae,3500
MPN1135,02/06/09,6,2009,MPN1135 2009 6,Carex otrubae,3600
MPN10328,05/06/03,6,2003,MPN10328 2003 6,Carex otrubae,3800
MPN1501,17/04/2012,4,2012,MPN1501 2012 4,Carex otrubae,4000
MPN7957,02/09/15,9,2015,MPN7957 2015 9,Carex otrubae,4000
MPN10051,27/06/2008,6,2008,MPN10051 2008 6,Carex otrubae,4400
MPN10445,09/06/09,6,2009,MPN10445 2009 6,Carex otrubae,4400
MPN5827,21/09/2007,9,2007,MPN5827 2007 9,Carex otrubae,4600
MPN7141,28/08/2014,8,2014,MPN7141 2014 8,Carex otrubae,4900
MPN1444,09/10/14,10,2014,MPN1444 2014 10,Carex otrubae,5000
MPN1335,16/08/2013,8,2013,MPN1335 2013 8,Carex otrubae,5200
MPN1442,20/10/2009,10,2009,MPN1442 2009 10,Carex otrubae,6000
MPN1123,20/08/2012,8,2012,MPN1123 2012 8,Carex otrubae,6400
MPN5836,14/09/2007,9,2007,MPN5836 2007 9,Carex otrubae,6600
MPN5341,05/09/03,9,2003,MPN5341 2003 9,Carex otrubae,6700
MPN9920,20/06/2003,6,2003,MPN9920 2003 6,Carex otrubae,7100
MPN1135,19/10/2009,10,2009,MPN1135 2009 10,Carex otrubae,7100
MPN1123,27/07/2004,7,2004,MPN1123 2004 7,Carex otrubae,7800
MPN1444,26/09/2005,9,2005,MPN1444 2005 9,Carex otrubae,8000
MPN3054,11/09/14,9,2014,MPN3054 2014 9,Carex otrubae,8200
MPN1518,05/10/12,10,2012,MPN1518 2012 10,Carex otrubae,8500
MPN9997,12/05/11,5,2011,MPN9997 2011 5,Carex riparia,25
MPN3961,23/04/2002,4,2002,MPN3961 2002 4,Carex riparia,28.542
MPN8010,27/09/2010,9,2010,MPN8010 2010 9,Carex riparia,33
MPN10020,06/07/09,7,2009,MPN10020 2009 7,Carex riparia,38
MPN10020,04/08/08,8,2008,MPN10020 2008 8,Carex riparia,40
MPN3971,30/09/2010,9,2010,MPN3971 2010 9,Carex riparia,66
MPN1530,05/10/07,10,2007,MPN1530 2007 10,Carex riparia,74
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Carex riparia,75.5
MPN3971,22/04/2002,4,2002,MPN3971 2002 4,Carex riparia,75.7565
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Carex riparia,86
MPN10146,21/09/2012,9,2012,MPN10146 2012 9,Carex riparia,92
MPN10132,11/05/00,5,2000,MPN10132 2000 5,Carex riparia,100
MPN10164,16/06/2008,6,2008,MPN10164 2008 6,Carex riparia,110
MPN5724,15/10/2010,10,2010,MPN5724 2010 10,Carex riparia,120
MPN875,20/04/2001,4,2001,MPN875 2001 4,Carex riparia,130.56
MPN9965,26/09/2011,9,2011,MPN9965 2011 9,Carex riparia,135
MPN10146,24/07/2000,7,2000,MPN10146 2000 7,Carex riparia,140
MPN5724,08/06/10,6,2010,MPN5724 2010 6,Carex riparia,160
MPN5518,02/10/08,10,2008,MPN5518 2008 10,Carex riparia,160
MPN875,10/09/01,9,2001,MPN875 2001 9,Carex riparia,164.25
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Carex riparia,170
MPN1574,31/08/2004,8,2004,MPN1574 2004 8,Carex riparia,190
MPN1574,26/04/2004,4,2004,MPN1574 2004 4,Carex riparia,200
MPN1577,26/04/2004,4,2004,MPN1577 2004 4,Carex riparia,210
MPN9965,28/06/2005,6,2005,MPN9965 2005 6,Carex riparia,230
MPN10468,26/09/2011,9,2011,MPN10468 2011 9,Carex riparia,250
MPN9965,18/03/2014,3,2014,MPN9965 2014 3,Carex riparia,275
MPN9998,21/06/2012,6,2012,MPN9998 2012 6,Ceratophyllum demersum,33.5
MPN9997,13/06/2005,6,2005,MPN9997 2005 6,Ceratophyllum demersum,37
MPN5291,07/09/09,9,2009,MPN5291 2009 9,Ceratophyllum demersum,40
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Ceratophyllum demersum,49
MPN10123,28/08/2012,8,2012,MPN10123 2012 8,Ceratophyllum demersum,49
MPN5291,17/03/2009,3,2009,MPN5291 2009 3,Ceratophyllum demersum,54
MPN3965,29/08/2011,8,2011,MPN3965 2011 8,Ceratophyllum demersum,55
MPN7867,18/10/2011,10,2011,MPN7867 2011 10,Ceratophyllum demersum,56
MPN10068,13/08/2007,8,2007,MPN10068 2007 8,Ceratophyllum demersum,59
MPN9115,08/10/12,10,2012,MPN9115 2012 10,Ceratophyllum demersum,64
MPN5716,12/10/09,10,2009,MPN5716 2009 10,Ceratophyllum demersum,65
MPN1203,24/10/2011,10,2011,MPN1203 2011 10,Ceratophyllum demersum,68
MPN3974,27/05/2002,5,2002,MPN3974 2002 5,Ceratophyllum demersum,72.189
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Ceratophyllum demersum,75.5
MPN10214,04/08/08,8,2008,MPN10214 2008 8,Ceratophyllum demersum,77
MPN5683,29/09/2011,9,2011,MPN5683 2011 9,Ceratophyllum demersum,77
MPN5328,28/09/2009,9,2009,MPN5328 2009 9,Ceratophyllum demersum,79
MPN3974,17/09/2002,9,2002,MPN3974 2002 9,Ceratophyllum demersum,82.395
MPN5872,20/09/2004,9,2004,MPN5872 2004 9,Ceratophyllum demersum,86
MPN5722,25/06/2015,6,2015,MPN5722 2015 6,Ceratophyllum demersum,89
MPN10213,21/06/2002,6,2002,MPN10213 2002 6,Ceratophyllum demersum,89
MPN10214,21/06/2002,6,2002,MPN10214 2002 6,Ceratophyllum demersum,94
MPN1715,10/09/01,9,2001,MPN1715 2001 9,Ceratophyllum demersum,97.27
MPN1398,08/06/15,6,2015,MPN1398 2015 6,Ceratophyllum demersum,100
MPN1580,02/10/07,10,2007,MPN1580 2007 10,Ceratophyllum demersum,100
MPN1955,04/05/01,5,2001,MPN1955 2001 5,Ceratophyllum demersum,104.83
MPN12980,04/06/14,6,2014,MPN12980 2014 6,Ceratophyllum demersum,110
MPN3950,24/05/2002,5,2002,MPN3950 2002 5,Ceratophyllum demersum,110.01
MPN1955,27/09/2001,9,2001,MPN1955 2001 9,Ceratophyllum demersum,117.18
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Ceratophyllum demersum,120
MPN10129,17/10/2011,10,2011,MPN10129 2011 10,Ceratophyllum demersum,120
MPN10212,06/08/08,8,2008,MPN10212 2008 8,Ceratophyllum demersum,120
MPN5871,16/09/2008,9,2008,MPN5871 2008 9,Ceratophyllum demersum,130
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Ceratophyllum demersum,130
MPN9965,26/09/2011,9,2011,MPN9965 2011 9,Ceratophyllum demersum,135
MPN9897,17/09/2012,9,2012,MPN9897 2012 9,Ceratophyllum demersum,140
MPN5713,06/09/04,9,2004,MPN5713 2004 9,Ceratophyllum demersum,140
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Ceratophyllum demersum,150
MPN7895,24/03/2015,3,2015,MPN7895 2015 3,Ceratophyllum demersum,150
MPN9897,19/06/2006,6,2006,MPN9897 2006 6,Ceratophyllum demersum,150
MPN5722,28/05/2009,5,2009,MPN5722 2009 5,Ceratophyllum demersum,155
MPN5518,02/10/08,10,2008,MPN5518 2008 10,Ceratophyllum demersum,160
MPN5722,13/10/2009,10,2009,MPN5722 2009 10,Ceratophyllum demersum,170
MPN10107,27/06/2005,6,2005,MPN10107 2005 6,Ceratophyllum demersum,180
MPN2994,24/08/2001,8,2001,MPN2994 2001 8,Ceratophyllum demersum,208.74
MPN10211,20/06/2002,6,2002,MPN10211 2002 6,Ceratophyllum demersum,220
MPN1352,13/10/2009,10,2009,MPN1352 2009 10,Ceratophyllum demersum,230
MPN10147,11/06/12,6,2012,MPN10147 2012 6,Ceratophyllum demersum,230
MPN9550,23/09/2013,9,2013,MPN9550 2013 9,Ceratophyllum demersum,240
MPN8156,13/09/2007,9,2007,MPN8156 2007 9,Ceratophyllum demersum,240
MPN10108,27/06/2005,6,2005,MPN10108 2005 6,Ceratophyllum demersum,250
MPN9965,18/03/2014,3,2014,MPN9965 2014 3,Ceratophyllum demersum,275
MPN7947,14/09/2006,9,2006,MPN7947 2006 9,Ceratophyllum demersum,280
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Ceratophyllum demersum,330
MPN10211,05/08/08,8,2008,MPN10211 2008 8,Ceratophyllum demersum,370
MPN5709,04/06/15,6,2015,MPN5709 2015 6,Ceratophyllum demersum,410
MPN3951,24/05/2002,5,2002,MPN3951 2002 5,Ceratophyllum demersum,412.86
MPN3953,04/10/07,10,2007,MPN3953 2007 10,Ceratophyllum demersum,450
MPN1248,02/07/14,7,2014,MPN1248 2014 7,Ceratophyllum demersum,460
MPN3953,19/06/2007,6,2007,MPN3953 2007 6,Ceratophyllum demersum,470
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Ceratophyllum demersum,480
MPN3038,04/07/14,7,2014,MPN3038 2014 7,Ceratophyllum demersum,500
MPN9310,04/10/10,10,2010,MPN9310 2010 10,Ceratophyllum demersum,520
MPN3038,13/07/2015,7,2015,MPN3038 2015 7,Ceratophyllum demersum,530
MPN13410,17/08/2015,8,2015,MPN13410 2015 8,Ceratophyllum demersum,600
MPN9973,16/09/2011,9,2011,MPN9973 2011 9,Ceratophyllum demersum,670
MPN10192,22/09/2011,9,2011,MPN10192 2011 9,Ceratophyllum demersum,680
MPN3951,12/09/02,9,2002,MPN3951 2002 9,Ceratophyllum demersum,718.02
MPN1226,01/08/14,8,2014,MPN1226 2014 8,Ceratophyllum demersum,850
MPN3001,21/08/2001,8,2001,MPN3001 2001 8,Ceratophyllum demersum,858.24
MPN1226,08/07/15,7,2015,MPN1226 2015 7,Ceratophyllum demersum,940
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Ceratophyllum demersum,1100
MPN1239,18/09/2014,9,2014,MPN1239 2014 9,Ceratophyllum demersum,1300
MPN3958,30/09/2002,9,2002,MPN3958 2002 9,Ceratophyllum demersum,1464.3
MPN1392,23/08/2001,8,2001,MPN1392 2001 8,Ceratophyllum demersum,1527.9
MPN3970,30/10/2012,10,2012,MPN3970 2012 10,Ceratophyllum submersum,54
MPN1362,04/08/14,8,2014,MPN1362 2014 8,Ceratophyllum submersum,56
MPN5842,19/10/2004,10,2004,MPN5842 2004 10,Ceratophyllum submersum,78
MPN5872,22/04/2004,4,2004,MPN5872 2004 4,Ceratophyllum submersum,97
MPN1279,15/05/2014,5,2014,MPN1279 2014 5,Ceratophyllum submersum,100
MPN5724,15/10/2010,10,2010,MPN5724 2010 10,Ceratophyllum submersum,120
MPN9910,18/06/2007,6,2007,MPN9910 2007 6,Ceratophyllum submersum,120
MPN5521,29/09/2003,9,2003,MPN5521 2003 9,Ceratophyllum submersum,130
MPN5713,03/05/04,5,2004,MPN5713 2004 5,Ceratophyllum submersum,140
MPN5713,06/09/04,9,2004,MPN5713 2004 9,Ceratophyllum submersum,140
MPN5724,08/06/10,6,2010,MPN5724 2010 6,Ceratophyllum submersum,160
MPN7953,28/08/2006,8,2006,MPN7953 2006 8,Ceratophyllum submersum,240
MPN10161,10/07/07,7,2007,MPN10161 2007 7,Ceratophyllum submersum,240
MPN9965,18/03/2014,3,2014,MPN9965 2014 3,Ceratophyllum submersum,275
MPN10106,23/06/2005,6,2005,MPN10106 2005 6,Ceratophyllum submersum,290
MPN5835,07/09/07,9,2007,MPN5835 2007 9,Ceratophyllum submersum,380
MPN10339,12/07/10,7,2010,MPN10339 2010 7,Ceratophyllum submersum,460
MPN10407,12/07/10,7,2010,MPN10407 2010 7,Ceratophyllum submersum,500
MPN4056,07/10/15,10,2015,MPN4056 2015 10,Ceratophyllum submersum,680
MPN10485,26/07/2010,7,2010,MPN10485 2010 7,Ceratophyllum submersum,820
MPN5395,21/09/2006,9,2006,MPN5395 2006 9,Ceratophyllum submersum,850
MPN5721,29/06/2015,6,2015,MPN5721 2015 6,Ceratophyllum submersum,1300
MPN3958,30/09/2002,9,2002,MPN3958 2002 9,Ceratophyllum submersum,1464.3
MPN5721,03/05/04,5,2004,MPN5721 2004 5,Ceratophyllum submersum,1600
MPN7908,19/09/2006,9,2006,MPN7908 2006 9,Ceratophyllum submersum,1700
MPN5721,03/09/04,9,2004,MPN5721 2004 9,Ceratophyllum submersum,1900
MPN9997,15/06/2015,6,2015,MPN9997 2015 6,Elodea canadensis,24
MPN9997,12/05/11,5,2011,MPN9997 2011 5,Elodea canadensis,25
MPN9997,21/05/2012,5,2012,MPN9997 2012 5,Elodea canadensis,30
MPN9969,30/06/2005,6,2005,MPN9969 2005 6,Elodea canadensis,49
MPN10131,12/09/11,9,2011,MPN10131 2011 9,Elodea canadensis,50
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Elodea canadensis,54
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Elodea canadensis,57
MPN10131,07/06/06,6,2006,MPN10131 2006 6,Elodea canadensis,60
MPN10131,31/07/2007,7,2007,MPN10131 2007 7,Elodea canadensis,62
